,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
560,10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0,222,6000.0,9853.313787000001,280.014823,0.818182,12,Target
563,10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0,98,6000.0,10718.04224,281.611634,0.833333,12,Target
574,10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0,141,10500.0,8145.713972,1198.614519,0.0,12,Target
584,10608,2690.7719260000003,1.0,12465.21,9805.73,2659.48,0.0,1.0,0.583333,1.0,0.0,0,79,13000.0,9290.702248,653.1944440000001,0.0,12,Target
587,10611,2492.726282,1.0,27957.68,23032.97,4924.71,0.0,1.0,1.0,0.916667,0.0,0,70,9000.0,27255.00752,537.372671,1.0,12,Target
616,10641,837.9505849999999,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179000001,208.069929,1.0,12,Target
619,10644,3774.0635850000003,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.0853190000003,1256.196236,0.0,12,Target
620,10645,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,8500.0,8571.945329,204.762568,0.083333,12,Target
624,10649,3123.339488,1.0,11202.09,10929.53,272.56,0.0,1.0,1.0,0.583333,0.0,0,100,7500.0,8317.163283,887.4956880000001,0.083333,12,Target
629,10654,544.879717,1.0,6477.6,3301.6,3176.0,0.0,1.0,1.0,0.916667,0.0,0,83,7500.0,6381.2361359999995,235.66104500000003,0.833333,12,Target
645,10671,1482.235539,1.0,14604.87,2475.93,12128.94,0.0,1.0,0.583333,1.0,0.0,0,219,15500.0,14462.63056,340.71780099999995,1.0,12,Target
655,10681,1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,1.0,0.5,1.0,0.083333,1,87,3800.0,9582.782864,1805.370785,0.25,12,Target
709,10736,1861.0266329999997,1.0,7446.18,6376.98,1069.2,2817.03397,1.0,1.0,1.0,0.25,5,82,10000.0,10274.93122,528.2415179999999,0.333333,12,Target
725,10752,1355.180523,0.909091,8820.67,2549.65,6271.02,0.0,0.75,0.583333,0.583333,0.0,0,37,6500.0,3609.3238969999998,416.412205,0.0,12,Target
776,10805,3879.0644460000003,1.0,9796.28,9536.28,260.0,1959.013493,1.0,0.833333,0.583333,0.166667,2,45,19000.0,12667.905270000001,968.363741,0.333333,12,Target
801,10830,772.5469099999999,1.0,8519.02,8003.21,515.81,237.066662,1.0,1.0,1.0,0.083333,1,117,17500.0,5828.994002,270.774147,0.833333,12,Target
891,10922,4007.0291549999997,1.0,7597.09,6761.29,835.8,0.0,1.0,1.0,0.333333,0.0,0,22,6500.0,0.0,312.343947,0.0,12,Target
938,10972,391.179957,0.909091,7363.38,6965.06,398.32,0.0,0.833333,0.666667,0.416667,0.0,0,42,4500.0,11891.44907,889.95708,1.0,12,Target
941,10975,2072.4576239999997,1.0,17409.21,11263.17,6146.04,0.0,1.0,1.0,1.0,0.0,0,175,19500.0,19517.1616,517.324081,0.333333,12,Target
970,11004,3108.393701,0.9,26582.34,15158.9,11423.44,0.0,0.9,0.8,0.8,0.0,0,55,28000.0,26557.09724,586.029097,0.875,10,Target
1150,11192,741.294747,1.0,7096.36,4287.78,2808.58,0.0,1.0,1.0,1.0,0.0,0,84,7500.0,6642.324858,211.053637,1.0,12,Target
1190,11234,1893.6119219999998,1.0,22746.81,15795.42,6951.39,0.0,1.0,1.0,1.0,0.0,0,140,18000.0,22558.28457,505.125031,1.0,12,Target
1218,11262,599.044829,1.0,6528.65,4859.87,1668.78,0.0,1.0,1.0,1.0,0.0,0,113,12000.0,5779.079513000001,176.295409,1.0,12,Target
1256,11300,4010.621974,1.0,40040.71,24543.52,15497.19,0.0,1.0,1.0,1.0,0.0,0,358,18000.0,33994.72785,703.503256,1.0,12,Target
1373,11419,2792.534256,1.0,9661.37,9661.37,0.0,0.0,0.416667,0.416667,0.0,0.0,0,12,8500.0,6000.763457999999,682.274622,0.0,12,Target
1412,11458,972.665818,1.0,10549.19,9180.41,1368.78,0.0,1.0,1.0,1.0,0.0,0,248,9000.0,10114.188540000001,209.881639,1.0,12,Target
1423,11471,867.4446849999999,1.0,8751.49,6206.99,2544.5,0.0,1.0,1.0,0.666667,0.0,0,63,4000.0,8622.953253,209.97564300000002,1.0,12,Target
1433,11481,1367.479599,0.818182,12375.0,0.0,12375.0,0.0,0.75,0.0,0.75,0.0,0,9,16500.0,15246.115940000002,295.77934799999997,1.0,12,Target
1466,11514,1995.0898530000002,1.0,8335.69,7400.85,934.84,0.0,1.0,0.818182,0.272727,0.0,0,69,7000.0,3348.095046,1298.363292,0.0,11,Target
1490,11541,1177.125233,1.0,8190.9,6949.66,1241.24,0.0,1.0,0.916667,0.5,0.0,0,56,5000.0,7007.797351,354.703333,0.416667,12,Target
1560,11612,2774.249582,1.0,21802.6,21802.6,0.0,1771.824164,1.0,1.0,0.0,0.083333,4,72,13000.0,22350.29247,562.887574,0.916667,12,Target
1569,11622,2270.429964,1.0,8257.26,6367.49,1889.77,4134.316549,1.0,1.0,1.0,0.75,15,139,13000.0,12080.20143,595.8252809999999,0.25,12,Target
1572,11625,1050.5270380000002,0.818182,8880.59,2269.45,6611.14,0.0,1.0,0.333333,1.0,0.0,0,64,8500.0,7713.262154999999,266.749027,0.0,12,Target
1582,11635,1229.397644,1.0,11414.48,6754.38,4660.1,0.0,1.0,0.916667,1.0,0.0,0,176,9000.0,9686.614183,263.250811,0.916667,12,Target
1604,11657,3391.7021799999998,1.0,38902.71,33803.84,5098.87,0.0,1.0,1.0,1.0,0.0,0,195,18000.0,35843.62593,716.027656,1.0,12,Target
1641,11695,3454.094319,1.0,31299.35,19064.3,12235.05,0.0,1.0,0.666667,0.833333,0.0,0,121,7500.0,22542.58705,1193.03103,0.583333,12,Target
1709,11765,1917.4411260000002,0.909091,12617.19,76.19,12541.0,0.0,0.333333,0.166667,0.166667,0.0,0,5,15000.0,13733.557830000002,336.823302,0.428571,12,Target
1754,11814,912.36003,1.0,10709.17,9689.36,1019.81,0.0,1.0,1.0,1.0,0.0,0,49,15000.0,11381.63396,299.249818,1.0,12,Target
1765,11825,1377.8125380000001,1.0,14300.98,10394.67,3906.31,0.0,1.0,0.916667,0.916667,0.0,0,55,18000.0,13535.676969999999,352.09084900000005,1.0,12,Target
1961,12024,3476.603507,1.0,9683.28,7253.28,2430.0,0.0,0.75,0.5,0.25,0.0,0,15,12500.0,6084.947427,722.986478,0.0,12,Target
1991,12054,1513.075264,1.0,15704.04,12618.86,3085.18,0.0,1.0,0.916667,0.916667,0.0,0,185,3000.0,14399.70318,310.712671,0.916667,12,Target
2024,12087,595.655746,1.0,6562.24,4892.43,1669.81,0.0,1.0,1.0,1.0,0.0,0,114,8000.0,6240.58958,219.06284100000002,1.0,12,Target
2025,12088,3006.594256,1.0,9362.96,5098.75,4264.21,0.0,1.0,0.916667,1.0,0.0,0,103,7500.0,7079.1781,645.403234,0.0,12,Target
2261,12332,847.191896,1.0,11507.4,5904.78,5602.62,0.0,1.0,1.0,1.0,0.0,0,148,10500.0,10414.466999999999,258.36499399999997,0.833333,12,Target
2265,12336,776.255666,1.0,6842.23,4938.13,1904.1,0.0,1.0,1.0,1.0,0.0,0,112,3500.0,5588.683151,280.509038,0.5,12,Target
2311,12384,1138.534442,1.0,8665.38,6120.4,2544.98,0.0,1.0,1.0,1.0,0.0,0,104,9500.0,8216.880804999999,240.601287,0.166667,12,Target
2363,12436,788.2573160000001,1.0,9113.78,6138.57,2975.21,0.0,1.0,1.0,1.0,0.0,0,128,12000.0,7035.994095,243.938058,1.0,12,Target
2523,12597,984.7242349999999,1.0,10243.48,4316.82,5926.66,0.0,1.0,0.333333,1.0,0.0,0,56,7500.0,11112.38396,252.89923599999997,1.0,12,Target
2709,12787,499.409588,1.0,6636.91,6157.74,479.17,109.21153500000001,1.0,0.583333,1.0,0.083333,1,44,8000.0,4290.962036999999,206.810115,0.8,12,Target
2811,12893,2432.276042,1.0,7156.11,5921.26,1234.85,1543.726862,0.833333,0.833333,0.666667,0.166667,3,198,9500.0,1914.832296,621.422606,0.083333,12,Target
2822,12904,877.603886,1.0,7786.4,215.0,7571.4,0.0,1.0,0.083333,1.0,0.0,0,68,6500.0,7328.487542,2494.776569,0.916667,12,Target
2931,13017,1534.2940609999998,1.0,6508.72,3342.9,3165.82,0.0,1.0,0.25,1.0,0.0,0,44,6000.0,4954.001262,379.022468,0.0,12,Target
3105,13195,725.5290620000001,1.0,8754.59,8636.73,117.86,0.0,1.0,1.0,0.25,0.0,0,116,4000.0,8648.305093,195.87301200000002,0.916667,12,Target
3282,13376,3122.5070739999996,1.0,10755.68,6488.74,4266.94,573.846921,0.916667,0.833333,0.833333,0.166667,2,151,10000.0,5199.074518,787.853297,0.0,12,Target
3287,13381,826.019814,1.0,6856.25,6856.25,0.0,0.0,0.833333,0.833333,0.0,0.0,0,46,10500.0,6429.084786,215.361187,0.4,12,Target
3336,13431,465.33288200000004,1.0,6920.08,5182.71,1737.37,0.0,0.833333,0.583333,0.5,0.0,0,34,9500.0,5691.439238,235.69439599999998,0.636364,12,Target
3382,13479,877.3545330000001,1.0,6954.28,6441.4,512.88,61.792952,1.0,1.0,1.0,0.083333,1,105,9000.0,7486.398825,236.31963100000002,0.166667,12,Target
3452,13549,1337.229284,1.0,6661.25,5805.5,855.75,0.0,1.0,1.0,0.5,0.0,0,108,1700.0,5936.2989210000005,554.610686,0.0,12,Target
3520,13620,536.1048480000001,1.0,8591.31,8008.5,582.81,0.0,0.916667,0.666667,0.166667,0.0,0,14,1000.0,8390.497243000002,659.502436,0.416667,12,Target
3530,13630,868.0444140000001,1.0,8443.97,7506.99,936.98,1637.416111,1.0,1.0,0.583333,0.25,6,46,9000.0,7793.279323999999,233.66259900000003,0.909091,12,Target
3544,13644,3012.642667,1.0,6999.56,6999.56,0.0,0.0,1.0,1.0,0.0,0.0,0,81,3500.0,5446.940305,573.8677299999999,0.166667,12,Target
3633,13736,383.92146099999997,1.0,6598.29,6598.29,0.0,0.0,1.0,1.0,0.0,0.0,0,102,9500.0,4371.054770000001,229.880036,0.916667,12,Target
3698,13802,3012.178613,1.0,27790.42,14605.99,13184.43,469.07493700000003,1.0,0.666667,1.0,0.083333,1,79,12000.0,27839.823539999998,569.4013980000001,0.727273,12,Target
3719,13825,2692.671422,1.0,13013.5,9849.05,3164.45,0.0,1.0,1.0,0.833333,0.0,0,200,7000.0,11250.01917,723.647022,0.0,12,Target
3783,13891,683.849179,1.0,7387.83,3894.51,3493.32,0.0,1.0,0.5,0.916667,0.0,0,50,8000.0,6873.576181999999,229.15775499999998,0.75,12,Target
3836,13944,680.671377,1.0,8040.78,2946.69,5094.09,0.0,1.0,0.666667,1.0,0.0,0,66,7000.0,6331.737868,194.17236200000002,0.833333,12,Target
3846,13954,975.637547,0.818182,6897.56,0.0,6897.56,0.0,0.5,0.0,0.5,0.0,0,6,6150.0,8337.882098,6703.880744,0.272727,12,Target
3878,13988,846.3809460000001,1.0,8397.44,6812.04,1585.4,0.0,1.0,1.0,1.0,0.0,0,118,10000.0,8067.500812,202.618759,1.0,12,Target
3937,14048,2997.977825,1.0,35131.16,34087.73,1043.43,0.0,1.0,1.0,0.833333,0.0,0,344,12000.0,28896.66522,767.01418,0.75,12,Target
3955,14066,816.765152,1.0,7967.04,7839.22,127.82,0.0,1.0,1.0,0.416667,0.0,0,81,10000.0,8455.311569,193.562444,1.0,12,Target
4206,14324,889.090252,1.0,9751.9,5896.76,3855.14,0.0,1.0,1.0,0.916667,0.0,0,115,4500.0,8418.403666,206.69023,0.666667,12,Target
4220,14338,1268.809031,0.272727,17945.0,17945.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,18000.0,50721.483360000006,1149.747342,0.0,12,Target
4260,14378,589.6825660000001,0.909091,6398.73,6398.73,0.0,271.370767,0.583333,0.583333,0.0,0.083333,1,18,10500.0,7443.80581,183.239025,1.0,12,Target
4282,14400,2004.816462,1.0,20747.34,13007.07,7740.27,0.0,1.0,1.0,1.0,0.0,0,95,10000.0,17005.40969,410.800069,1.0,12,Target
4326,14447,722.689568,1.0,6493.25,6454.25,39.0,0.0,1.0,1.0,0.083333,0.0,0,38,3200.0,5777.820302,221.688527,0.75,12,Target
4428,14551,700.100691,1.0,7244.98,2457.47,4787.51,0.0,1.0,0.833333,1.0,0.0,0,110,6200.0,6151.929937,197.28441,0.75,12,Target
4542,14667,776.9198269999999,1.0,11522.9,11146.28,376.62,0.0,1.0,1.0,0.416667,0.0,0,68,4500.0,11082.514290000001,237.00643399999998,0.916667,12,Target
4709,14837,782.3920410000001,1.0,8168.9,3000.97,5167.93,0.0,1.0,0.666667,1.0,0.0,0,59,16500.0,7455.296139,232.694923,0.916667,12,Target
4830,14964,1161.901683,1.0,10903.22,7841.79,3061.43,0.0,1.0,1.0,1.0,0.0,0,136,12000.0,10799.000740000001,235.88019,1.0,12,Target
5048,15190,975.416023,1.0,9586.1,7916.74,1669.36,0.0,1.0,1.0,1.0,0.0,0,248,12000.0,8906.373361,214.210554,0.916667,12,Target
5086,15229,1019.1336460000001,1.0,9249.73,2326.09,6923.64,0.0,0.833333,0.583333,0.833333,0.0,0,96,9000.0,8716.674684,240.332998,0.3,12,Target
5156,15301,273.429593,1.0,8534.58,7875.08,659.5,0.0,0.916667,0.916667,0.75,0.0,0,116,5000.0,7512.513473999999,131.710372,0.875,12,Target
5212,15358,470.593325,1.0,6743.31,6182.78,560.53,0.0,1.0,1.0,0.666667,0.0,0,122,3200.0,4369.008441,222.118023,0.666667,12,Target
5260,15407,4060.710208,0.727273,22500.0,0.0,22500.0,0.0,0.5,0.0,0.416667,0.0,0,12,23000.0,8760.860264,1645.535202,0.0,12,Target
5421,15574,1193.708983,1.0,6643.71,4841.7,1802.01,0.0,1.0,0.916667,0.75,0.0,0,39,12500.0,6446.627837,6340.898794,0.0,12,Target
5472,15625,2306.698723,0.727273,12784.51,11246.07,1538.44,191.652876,0.666667,0.666667,0.333333,0.083333,1,68,6200.0,13705.00441,1310.291574,0.0,12,Target
5495,15649,1127.643812,1.0,14454.98,10454.28,4000.7,0.0,1.0,1.0,1.0,0.0,0,82,9000.0,12996.64271,289.757941,0.916667,12,Target
5575,15731,2901.999862,1.0,11250.65,10165.88,1084.77,0.0,1.0,1.0,0.75,0.0,0,274,9500.0,6443.381719,691.328423,0.083333,12,Target
5673,15831,2648.784405,1.0,6697.57,5281.17,1416.4,0.0,0.916667,0.916667,1.0,0.0,0,65,8200.0,2984.80545,678.7319190000001,0.0,12,Target
5860,16024,3967.4535869999995,1.0,10148.7,3162.94,6985.76,0.0,1.0,0.666667,0.916667,0.0,0,157,9800.0,6722.566161,1925.158396,0.0,12,Target
5936,16102,2813.134224,0.818182,8834.96,8269.36,565.6,0.0,0.75,0.666667,0.583333,0.0,0,24,7000.0,3788.138204,739.3440969999999,0.0,12,Target
6273,16448,965.514081,1.0,8945.67,8945.67,0.0,0.0,0.916667,0.916667,0.0,0.0,0,23,5500.0,7917.8408739999995,261.66321400000004,1.0,12,Target
6275,16450,2277.067891,1.0,7025.02,7025.02,0.0,0.0,0.75,0.75,0.0,0.0,0,33,3500.0,6063.454720000001,2283.354515,0.083333,12,Target
6290,16465,4217.472407,1.0,7311.99,7311.99,0.0,0.0,0.5,0.5,0.0,0.0,0,11,6700.0,2773.245445,1960.522407,0.0,12,Target
6334,16509,2369.851759,1.0,9934.93,8500.67,1434.26,0.0,1.0,0.833333,1.0,0.0,0,91,10000.0,3670.5690729999997,617.994101,0.0,12,Target
6390,16565,946.0595390000001,1.0,10915.37,9323.71,1591.66,0.0,1.0,1.0,1.0,0.0,0,93,5000.0,12612.66824,263.274743,1.0,12,Target
6428,16604,3746.9190310000004,1.0,7468.37,1310.1,6158.27,0.0,1.0,0.75,1.0,0.0,0,139,10000.0,4793.23127,949.061051,0.0,12,Target
6443,16619,2504.312118,1.0,8631.0,6983.43,1647.57,704.1556969999999,1.0,1.0,0.75,0.333333,5,66,5000.0,5705.083777000001,598.0084879999999,0.0,12,Target
6512,16690,3759.848908,1.0,7472.37,6845.82,626.55,0.0,1.0,1.0,0.75,0.0,0,54,8500.0,5001.440215,926.454371,0.083333,12,Target
6640,16823,348.342172,0.909091,11878.25,7958.96,3919.29,0.0,1.0,1.0,0.416667,0.0,0,103,6000.0,11845.84124,156.68356,0.6,12,Target
6747,16935,3559.6348829999997,1.0,7654.81,6984.29,670.52,0.0,0.666667,0.666667,0.333333,0.0,0,45,7000.0,2785.0550719999997,783.737906,0.0,12,Target
7046,17237,2980.054695,0.818182,26784.62,26514.32,270.3,0.0,0.583333,0.5,0.083333,0.0,0,33,30000.0,30029.014960000004,11853.796129999999,0.75,12,Target
7277,17473,561.003319,1.0,11577.0,10975.0,602.0,875.5830699999999,1.0,1.0,0.5,0.25,6,97,5500.0,12148.503509999999,188.413837,0.666667,12,Target
7378,17579,4228.417754,1.0,11994.71,11994.71,0.0,496.521561,0.25,0.25,0.0,0.083333,2,8,13450.0,508.79744400000004,1725.6456230000001,0.0,12,Target
7553,17757,2017.3916559999998,1.0,12024.37,11224.1,800.27,0.0,1.0,1.0,0.5,0.0,0,133,8000.0,11516.39232,556.651236,0.333333,12,Target
8541,18773,3326.3232829999997,1.0,8209.77,2218.28,5991.49,0.0,1.0,0.416667,1.0,0.0,0,130,10000.0,1942.0747649999998,702.9050589999999,0.083333,12,Target
8689,18926,368.318662,0.909091,8053.95,8053.95,0.0,0.0,0.833333,0.833333,0.0,0.0,0,46,2000.0,7966.582037,219.761189,0.777778,12,Target
23,10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626000001,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842000001,1425.426525,0.0,12,Target
34,10035,3517.1016159999995,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607834999999,17862.55831,0.0,12,Target
39,10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,Target
71,10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.485760000003,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.694460000002,1107.0308029999999,0.454545,12,Target
102,10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788365999999,2103.796148,0.083333,12,Target
182,10188,2881.253586,1.0,117.0,0.0,117.0,17661.49486,0.25,0.0,0.166667,0.75,28,3,4500.0,17301.83238,931.618475,0.166667,12,Target
269,10280,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1,38,10950.0,11198.92613,608.3688599999999,0.083333,12,Target
295,10306,635.090434,0.818182,5758.71,2252.37,3506.34,0.0,0.75,0.25,0.75,0.0,0,48,2900.0,7943.570209999999,197.416104,1.0,12,Target
301,10312,2762.479434,1.0,2702.47,1526.31,1176.16,0.0,1.0,0.25,1.0,0.0,0,27,11000.0,7596.7683640000005,1013.086448,0.083333,12,Target
326,10337,4194.033835,0.727273,2006.87,420.6,1586.27,0.0,0.666667,0.083333,0.666667,0.0,0,26,21000.0,19714.09728,1479.309409,0.1,12,Target
335,10346,2922.487907,1.0,71.07,0.0,71.07,3595.158425,0.25,0.0,0.166667,0.166667,9,3,9500.0,9226.751112,797.250949,0.0,12,Target
341,10352,1132.386178,0.454545,2246.3,2246.3,0.0,14048.07181,0.333333,0.333333,0.0,0.416667,20,8,6000.0,32048.6122,406.790252,0.8,12,Target
348,10359,3536.601227,1.0,2132.93,959.1,1173.83,5340.016172,1.0,0.333333,1.0,0.75,20,74,11000.0,8251.146945999999,834.025674,0.0,12,Target
363,10375,1903.688611,1.0,6079.5,4719.5,1360.0,10227.22894,0.916667,0.25,0.666667,0.25,22,31,7300.0,18552.39489,762.263884,0.416667,12,Target
459,10477,1492.039988,1.0,4106.15,2688.46,1417.69,734.816479,0.333333,0.25,0.416667,0.083333,1,50,12000.0,9678.173119,606.899183,0.5,12,Target
482,10504,198.035504,0.545455,0.0,0.0,0.0,14371.787890000001,0.0,0.0,0.0,0.25,3,0,10000.0,14481.46544,19.492020999999998,0.0,12,Target
554,10578,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17,1,6750.0,11634.38713,422.04162599999995,0.11111099999999999,11,Target
589,10613,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,7500.0,7780.322889,950.4963960000001,0.0,12,Target
658,10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1.0,0.5,1.0,0.5,62,104,7000.0,17084.851919999997,2068.25205,0.090909,12,Target
789,10818,1782.997768,0.909091,0.0,0.0,0.0,16037.327940000001,0.0,0.0,0.0,0.416667,11,0,10000.0,15923.287219999998,517.595201,0.0,12,Target
802,10831,83.477053,0.181818,0.0,0.0,0.0,2654.856157,0.0,0.0,0.0,0.083333,2,0,3000.0,12902.18813,1791.729021,0.5,12,Target
844,10875,2210.4049609999997,1.0,1790.64,1358.4,432.24,1660.6675599999999,1.0,0.833333,1.0,0.75,18,52,10500.0,8862.839093999999,478.82054400000004,0.0,12,Target
1041,11076,1463.302373,0.272727,0.0,0.0,0.0,586.0292400000001,0.0,0.0,0.0,0.083333,1,0,17000.0,17194.62756,968.6037949999999,0.25,12,Target
1083,11118,8.640998,0.363636,0.0,0.0,0.0,2777.200448,0.0,0.0,0.0,0.083333,1,0,6000.0,11267.69478,5.045387,0.5,12,Target
1155,11198,34.207778999999995,0.090909,2483.26,2483.26,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,29272.48607,312.343947,0.0,12,Target
1193,11237,1060.385693,1.0,5327.61,5327.61,0.0,3467.9779270000004,0.833333,0.833333,0.0,0.583333,12,53,6000.0,8412.649548000001,247.085679,0.9,12,Target
1199,11243,653.0048820000001,0.818182,2035.29,1259.58,775.71,0.0,0.75,0.5,0.5,0.0,0,29,9500.0,7590.280948999999,319.68028300000003,0.0,12,Target
1217,11261,1592.168416,1.0,0.0,0.0,0.0,15084.00852,0.0,0.0,0.0,0.333333,53,0,4500.0,11382.3658,472.70323600000006,0.166667,12,Target
1222,11266,408.732898,0.272727,0.0,0.0,0.0,4799.003911,0.0,0.0,0.0,0.083333,1,0,5000.0,19666.29097,678.362107,1.0,12,Target
1348,11394,831.404268,0.727273,0.0,0.0,0.0,5579.552147,0.0,0.0,0.0,0.416667,16,0,3500.0,8450.958983,243.34354199999999,0.363636,12,Target
1458,11506,4.382924,0.272727,130.24,0.0,152.24,0.0,0.083333,0.0,0.083333,0.0,0,0,14000.0,28988.97388,1092.184812,0.5,12,Target
1478,11528,3181.996689,0.909091,2046.06,1605.62,440.44,565.897178,1.0,0.583333,0.916667,0.083333,2,27,10400.0,9801.637331,1254.849545,0.0,12,Target
1514,11565,588.795215,0.636364,4116.0,0.0,4116.0,0.0,0.5,0.0,0.5,0.0,0,12,21500.0,8130.1123609999995,224.763498,1.0,12,Target
1631,11685,3515.039029,1.0,2924.08,1385.29,1538.79,7867.732492,1.0,0.333333,1.0,0.75,31,85,4000.0,10693.27843,1886.0567210000002,0.0,12,Target
1714,11770,2472.874609,1.0,2052.74,730.94,1321.8,3251.021027,1.0,0.416667,1.0,0.25,10,30,6500.0,9076.561131999999,635.401109,0.083333,12,Target
1811,11871,1885.547591,1.0,0.0,0.0,0.0,3197.181617,0.0,0.0,0.0,0.25,11,0,8000.0,8559.584636,755.628834,0.166667,12,Target
1903,11965,2297.324675,1.0,4474.43,3544.31,930.12,1508.5264869999999,0.916667,0.75,0.416667,0.166667,3,44,5500.0,9481.484058,846.555233,0.083333,12,Target
1913,11975,1856.325339,0.818182,670.5,516.9,153.6,5603.126858,0.545455,0.272727,0.363636,0.727273,107,9,7000.0,9221.922948000001,537.1809860000001,0.14285699999999998,11,Target
1969,12032,447.64898700000003,0.363636,17.8,17.8,0.0,2429.819782,0.083333,0.083333,0.0,0.25,3,1,2500.0,9858.055448000001,737.68264,0.5,12,Target
2000,12063,398.341908,0.272727,0.0,0.0,0.0,3623.5833409999996,0.0,0.0,0.0,0.083333,2,0,18000.0,7705.864990000001,166.96518400000002,0.0,12,Target
2014,12077,1899.2195140000001,1.0,0.0,0.0,0.0,3618.304773,0.0,0.0,0.0,0.25,4,0,8000.0,7823.096006000001,452.041254,0.0,12,Target
2065,12131,2796.379188,1.0,44.7,0.0,44.7,4765.916305,0.28571399999999997,0.0,0.14285699999999998,0.428571,4,2,9000.0,7821.035048999999,422.30842199999995,0.0,7,Target
2077,12143,2986.4224059999997,1.0,5132.08,4664.84,467.24,0.0,1.0,1.0,0.583333,0.0,0,66,10000.0,11454.46623,910.850489,0.0,12,Target
2101,12167,3214.530319,1.0,0.0,0.0,0.0,15081.6956,0.0,0.0,0.0,0.416667,16,0,11500.0,20500.17323,799.436291,0.25,12,Target
2204,12273,2882.954391,1.0,3591.81,2452.56,1139.25,554.07167,1.0,0.818182,0.818182,0.090909,2,74,10450.0,8438.775135,768.8269700000001,0.0,11,Target
2217,12286,288.978275,0.909091,2555.91,694.89,1861.02,0.0,1.0,0.363636,0.727273,0.0,0,20,5000.0,12020.18009,159.547502,1.0,11,Target
2342,12415,3281.958491,1.0,398.08,0.0,398.08,6694.105562,0.416667,0.0,0.416667,0.583333,20,9,8000.0,8092.781701000001,872.208375,0.083333,12,Target
2366,12439,405.162601,0.545455,0.0,0.0,0.0,4679.3124020000005,0.0,0.0,0.0,0.25,8,0,17000.0,8946.495566,153.782546,0.75,12,Target
2401,12474,534.75165,0.545455,3044.6,3044.6,0.0,684.269093,0.166667,0.166667,0.0,0.083333,1,2,3000.0,8987.534163,332.787755,0.333333,12,Target
2463,12537,510.504804,0.727273,57.0,57.0,0.0,10239.088590000001,0.083333,0.083333,0.0,0.166667,6,1,12500.0,15043.66508,256.881348,0.14285699999999998,12,Target
2574,12648,3037.476732,0.727273,1225.79,0.0,1225.79,6560.3527380000005,1.0,0.0,1.0,0.25,10,58,5100.0,7799.250959,1347.127384,0.0,12,Target
2680,12757,2478.0861579999996,0.727273,531.48,0.0,531.48,6394.9235850000005,0.333333,0.0,0.25,0.083333,1,7,7000.0,11480.8742,772.60429,0.25,12,Target
2693,12770,2857.5980219999997,0.636364,0.0,0.0,0.0,5423.546535,0.0,0.0,0.0,0.166667,3,0,6000.0,10794.668029999999,2053.136994,0.166667,12,Target
2815,12897,1912.691045,0.666667,0.0,0.0,0.0,9553.955906000001,0.0,0.0,0.0,0.166667,1,0,10000.0,19998.38969,637.003067,0.5,6,Target
2915,12999,268.577278,0.181818,0.0,0.0,0.0,5625.798427000001,0.0,0.0,0.0,0.083333,1,0,9000.0,34107.07499,761.962503,1.0,12,Target
2952,13039,256.18262799999997,0.181818,111.39,111.39,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,10000.0,16842.39187,751.683377,0.333333,12,Target
